Text	Emotion
 Yes , why ? 	3
 Right . 	3
 I watched the race with my children . We saw you run to the finish line . We all screamed with excitement . 	2
When someone took my things without having asked for my permission.	0
 Sometimes , we , human beings , really had done something wrong , so we should admit it at first . 	3
 Is it far ? 	3
The girl I was seeing didn't want to have a serious relationship. 	4
Ah , ah , ah ... 	3
I asked a girl out on a date and she said no.	4
When I heard that my father had passed away. I could not eat for a week and was only crying. I could not find the courage to go to bath.	4
Sometimes I prefer not to talk about it...I'm not a liar or a fraud, sometimes people make me feel afraid to say everything. and #truth	1
 I really don't think it's any of your business . 	0
 My feelings exactly . 	2
.if u say sum bout me behind my back its  sum u bout me!	1
I 'm delighted that you were pleased with the response . 	2
 If I hear " Love Me Tender " one more time , I think I'm going to go crazy ! 	0
 You should have the of losing one's softness in the heart and its hardening.#islam	1
Where is John ? I can't find him anywhere . 	3
When a cousin of mine took my bottle of T.B tablets, put water in it and threw it in the dust-bin.	0
Anyone home ? Jen ! 	3
While trying to board a train I missed the footsteps and fell down on the platform.	1
 maybe he is busy with his work . Just wait and try not to think about it too much ! 	3
 Oh , hey ... 	3
 Yeah , but nothing was clear during the test . 	4
I was angry when my friends said that I should not receive Nursing Science books because there was a rumour that I was intending to leave the college.	0
 Dark blue . 	3
He told of his sorrow at having to quit a job he passionately enjoyed . 	4
When my friends died one after the other.  The first died in a car accident and the second one recently, due to an illness.	4
 Oh , it's no problem.It ' s OK.You know , it only happened once . 	2
 Well that's great ! It's nice that we have something in common . 	2
 Wait , what are you doing ? I ’ m a married woman ! You can ’ t just try to kiss me like this ! 	1
Just arrived in the university, not knowing anybody.	1
My mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct. I had done things with the best intentions.	4
I have to talk to you ! 	0
 Tomorrow ? 	3
 Well , I have acrophobia . I have a chronic fear of flying . 	1
My dear hamster (called Hannes) died at the age of 2 and 1/2 years. His shape forced me to mercy killing (an injection).	4
Nick , it's very nice of you to see me off . 	2
When a man who had a knife grabbed me and threatened me with it,   during my holidays in Monze. 	1
 Ohio . 	3
 thanks . 	3
 Meeting new people is a good thing . 	2
Mum , this is for you . 	2
The virtual outlawing of the use of ECT in some States in the USA has deprived suicidal depressed patients of an extremely effective and sometimes life-saving treatment . 	4
She was acting like some idiotic schoolgirl , not an intelligent woman , she thought in exasperation . 	0
` I am so excited about seeing my sons again . 	2
I passed successfully the preliminary exam for a participation in the children Assembly.	2
Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry " . 	0
 It is not your mother finding one for you ? 	3
I felt it when I sat for my exam in anatomy.	1
I had just moved to the town where I study and I got a postcard from a good friend (from my home town).	2
My fear appeared in the form of jealousy. I was afraid that my girl-friend had fallen in love with another man, I was afraid to lose her.	1
When I entered the dissection room for the first time and was exposed to preserved dead human bodies.	1
She could not convince me at the time that anything bad could happen , now that I had finally ` solved " my eating problems , and for a short time I felt jubilant , relieved and ecstatic . 	2
Finding an excuse is obviously down your alley . And trying to avoid taking care of the children is what you are good at . 	0
 No , I don ’ t want to eat anything . 	4
When my uncle died I saw a funeral for the first time. All people stood around the open grave and cried.	4
I also hate the dentist , and that's were I am heading to. I wish he was on strike lol #brokentooth	1
I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot.	0
By comparison , she felt drained and despondent . 	4
 You ’ Ve had over a month to get this finalized ! Why are things delayed ? 	0
Intelligence puts man on the throne. Faith puts God there.     	1
 No problem . 	3
 Yes , I did . But I feel tired today . 	3
 Hi Martha . Everything is perfect . 	2
He was a thin , brown man with a brass stud at the neck of his striped shirt and a sad expression as if he were on the point of tears . 	4
When I saw a TV program on the North American military plan called \The startwar\"."	1
Hey Jane . How are you doing these days ? 	2
 I swear I never drink again . Just give me another chance , please . 	4
 maybe if I sold my car now , I wouldn't be so tempted to use it . 	3
I was walking in the countryside alone when I came across two dogs who began barking at me.  I did not know whether they were tied up or loose, but I was afraid of them approaching me.	1
 Yes , I do . 	3
The earliest sparkling wines were undoubtedly discovered by accident , probably by the trial and error methods employed by anguished winemakers ironically trying to avoid the nuisance of fizzy wines . 	4
